gr_liv_area,total_bsmt_sf,garage_area,mas_vnr_area,overall_qual,fireplace_qu,age,since_reno,tot_baths,neighbor_h,neighbor_l,garage_type_a,gr_liv_area overall_qual,garage_area overall_qual,saleprice
1939,1095.0,1053.0,0.0,8,4,4,4,2.5,0,0,1,15512.0,8424.0,266000
1566,816.0,450.0,145.0,5,0,86,60,1.5,0,1,0,7830.0,2250.0,139000
784,784.0,0.0,0.0,4,0,55,55,2.0,0,1,0,3136.0,0.0,91900
1500,1489.0,674.0,132.0,8,4,4,4,2.0,0,0,1,12000.0,5392.0,212999
1850,1833.0,772.0,378.0,9,4,6,5,3.0,1,0,1,16650.0,6948.0,326000
1515,789.0,393.0,0.0,6,4,6,6,2.5,0,0,1,9090.0,2358.0,179000
1537,1518.0,788.0,258.0,8,0,4,3,3.0,0,0,1,12296.0,6304.0,294000
987,483.0,288.0,425.0,6,0,38,38,2.5,0,1,0,5922.0,1728.0,97000
1962,1391.0,868.0,0.0,7,0,4,4,2.5,0,0,1,13734.0,6076.0,239799
1433,1251.0,441.0,0.0,5,4,49,20,2.0,0,0,1,7165.0,2205.0,161000
848,848.0,420.0,170.0,6,0,7,7,2.0,0,0,1,5088.0,2520.0,136500
987,483.0,264.0,510.0,6,0,38,3,1.5,0,1,0,5922.0,1584.0,118000
845,845.0,360.0,0.0,4,0,28,4,2.0,0,0,0,3380.0,1440.0,129500
1548,952.0,672.0,0.0,7,0,85,3,2.5,0,1,0,10836.0,4704.0,205000
2515,2035.0,484.0,0.0,6,3,53,35,4.0,0,0,1,15090.0,2904.0,200624
1694,1694.0,856.0,302.0,8,4,4,3,2.0,1,0,1,13552.0,6848.0,322400
1602,1578.0,810.0,180.0,8,4,3,3,3.0,0,0,1,12816.0,6480.0,293200
1684,1684.0,564.0,616.0,9,5,5,5,2.0,1,0,1,15156.0,5076.0,266000
1683,918.0,440.0,92.0,6,3,32,32,2.5,0,1,1,10098.0,2640.0,172500
1869,1088.0,456.0,0.0,5,0,120,14,1.0,0,1,0,9345.0,2280.0,124900
1432,1022.0,216.0,0.0,6,4,87,60,1.0,0,1,1,8592.0,1296.0,149000
1414,1414.0,494.0,98.0,7,0,6,6,2.0,0,0,1,9898.0,3458.0,185500
1358,1348.0,418.0,0.0,8,3,8,8,2.5,0,0,1,10864.0,3344.0,220000
1496,1496.0,474.0,140.0,8,0,3,3,2.0,0,0,1,11968.0,3792.0,225000
932,932.0,306.0,0.0,6,4,60,60,1.0,0,0,1,5592.0,1836.0,124000
1040,0.0,400.0,0.0,3,0,60,60,2.0,0,0,0,3120.0,1200.0,92900
1072,1072.0,1184.0,0.0,5,0,85,60,2.0,0,1,0,5360.0,5920.0,126500
864,864.0,576.0,0.0,4,0,38,38,1.0,0,0,0,3456.0,2304.0,111250
2285,969.0,648.0,72.0,8,3,10,10,2.5,1,0,1,18280.0,5184.0,248000
1117,1117.0,264.0,0.0,5,0,47,47,1.0,0,0,1,5585.0,1320.0,136870
848,848.0,420.0,170.0,6,0,7,7,2.0,0,0,1,5088.0,2520.0,133000
1048,1048.0,286.0,120.0,5,0,54,54,2.0,0,0,1,5240.0,1430.0,135000
936,936.0,288.0,72.0,4,0,41,41,1.0,0,0,1,3744.0,1152.0,111900
1283,931.0,506.0,0.0,5,0,48,30,2.0,0,0,0,6415.0,2530.0,140000
1588,0.0,680.0,0.0,4,4,51,51,2.0,0,0,0,6352.0,2720.0,134432
2042,1742.0,724.0,250.0,10,4,4,3,3.0,1,0,1,20420.0,7240.0,455000
2526,1165.0,844.0,391.0,8,3,16,16,3.5,1,0,1,20208.0,6752.0,290000
1873,988.0,597.0,0.0,7,3,11,11,2.5,0,0,1,13111.0,4179.0,235500
1416,780.0,400.0,0.0,6,0,110,6,1.5,0,1,0,8496.0,2400.0,156500
1664,953.0,460.0,0.0,6,3,10,10,2.5,0,0,1,9984.0,2760.0,172400
1428,1428.0,480.0,0.0,7,0,3,2,2.0,0,0,1,9996.0,3360.0,182000
1792,1792.0,925.0,430.0,9,4,5,4,3.0,1,0,1,16128.0,8325.0,372397
2814,1077.0,614.0,190.0,6,3,15,8,3.0,0,0,1,16884.0,3684.0,260000
819,610.0,0.0,0.0,5,0,91,60,1.0,0,1,0,4095.0,0.0,72000
1344,536.0,0.0,0.0,3,0,95,60,2.0,0,1,0,4032.0,0.0,82375
2119,689.0,583.0,333.0,6,3,38,38,2.5,0,0,1,12714.0,3498.0,158000
1285,672.0,240.0,0.0,5,0,62,9,2.0,0,1,0,6425.0,1200.0,127000
1433,1433.0,528.0,177.0,7,3,23,23,2.5,0,0,1,10031.0,3696.0,270000
2132,1496.0,612.0,0.0,8,4,27,1,2.5,0,0,1,17056.0,4896.0,316600
1357,1019.0,312.0,84.0,6,4,51,4,2.0,0,1,0,8142.0,1872.0,177000
2196,2158.0,701.0,234.0,7,3,20,19,2.0,0,0,1,15372.0,4907.0,271900
1304,264.0,336.0,0.0,5,4,34,34,1.5,0,1,1,6520.0,1680.0,115000
2358,684.0,0.0,0.0,8,0,138,23,2.0,0,1,0,18864.0,0.0,122000
2726,279.0,691.0,0.0,8,4,24,24,2.5,0,0,1,21808.0,5528.0,315000
1797,939.0,639.0,0.0,7,0,4,4,2.5,0,0,1,12579.0,4473.0,213500
1040,0.0,625.0,0.0,5,0,60,60,1.0,0,0,0,5200.0,3125.0,109500
789,789.0,250.0,0.0,5,0,62,60,1.0,0,1,0,3945.0,1250.0,115000
1143,1143.0,588.0,0.0,7,4,6,6,1.5,0,0,1,8001.0,4116.0,176400
1489,1489.0,462.0,0.0,6,4,42,42,2.0,0,0,1,8934.0,2772.0,185750
1852,1004.0,660.0,320.0,8,3,11,10,2.5,0,0,1,14816.0,5280.0,230000
960,960.0,0.0,0.0,4,0,52,52,1.0,0,1,0,3840.0,0.0,90000
768,768.0,624.0,0.0,5,0,40,40,2.0,0,0,0,3840.0,3120.0,129500
1124,1124.0,353.0,0.0,6,3,54,16,2.0,0,0,1,6744.0,2118.0,153000
1224,612.0,528.0,76.0,6,0,1,1,2.5,0,0,0,7344.0,3168.0,173733
1100,1100.0,0.0,0.0,6,0,4,3,1.5,0,0,0,6600.0,0.0,146000
1556,782.0,470.0,340.0,6,4,61,60,2.0,0,0,1,9336.0,2820.0,172500
1356,1244.0,528.0,0.0,6,3,33,33,4.0,0,0,1,8136.0,3168.0,188000
1262,1262.0,460.0,0.0,6,3,34,34,2.5,0,0,1,7572.0,2760.0,181500
1661,799.0,550.0,0.0,7,3,14,14,3.5,0,0,1,11627.0,3850.0,212000
1857,945.0,482.0,68.0,7,3,32,32,2.5,0,0,1,12999.0,3374.0,188900
666,666.0,0.0,0.0,3,0,64,60,1.5,0,1,0,1998.0,0.0,64500
1981,1117.0,522.0,288.0,6,3,32,18,3.5,0,0,1,11886.0,3132.0,230000
1351,901.0,576.0,0.0,5,4,85,60,2.0,0,1,0,6755.0,2880.0,122000
1005,1005.0,319.0,0.0,5,3,54,54,1.0,0,0,1,5025.0,1595.0,133500
2792,1510.0,520.0,0.0,6,3,90,60,2.0,0,1,0,16752.0,3120.0,256000
1475,550.0,336.0,0.0,5,3,34,34,2.0,0,1,1,7375.0,1680.0,129500
1978,1978.0,850.0,320.0,8,4,7,7,3.5,0,0,1,15824.0,6800.0,318000
1606,1598.0,871.0,383.0,8,4,4,4,2.0,1,0,1,12848.0,6968.0,255900
1158,1158.0,0.0,0.0,6,0,6,6,1.5,0,0,0,6948.0,0.0,143500
1822,1822.0,678.0,240.0,8,4,5,4,2.0,1,0,1,14576.0,5424.0,259000
2259,1809.0,450.0,184.0,6,4,57,57,3.0,0,0,0,13554.0,2700.0,217000
1635,1065.0,440.0,0.0,6,4,87,60,1.5,0,1,0,9810.0,2640.0,210000
1002,1002.0,902.0,76.0,5,0,40,40,2.0,0,0,0,5010.0,4510.0,148500
1412,616.0,432.0,0.0,6,4,4,3,2.5,0,0,1,8472.0,2592.0,156932
1728,1728.0,576.0,0.0,5,0,45,45,2.0,0,0,0,8640.0,2880.0,145000
1290,1282.0,662.0,0.0,7,4,3,3,3.0,0,0,1,9030.0,4634.0,200000
2046,1994.0,878.0,400.0,10,4,5,4,3.5,1,0,1,20460.0,8780.0,450000
1471,729.0,440.0,894.0,6,0,11,11,2.5,0,0,0,8826.0,2640.0,172500
2614,1522.0,624.0,0.0,6,3,36,13,2.5,0,0,1,15684.0,3744.0,240000
2466,1580.0,610.0,0.0,8,4,6,5,3.0,0,0,1,19728.0,4880.0,340000
1466,1466.0,610.0,0.0,8,0,3,3,2.0,0,0,1,11728.0,4880.0,201000
969,969.0,440.0,0.0,5,0,35,35,1.5,0,0,1,4845.0,2200.0,122000
1664,1529.0,663.0,67.0,7,3,32,25,3.0,0,0,1,11648.0,4641.0,213000
1691,1680.0,550.0,0.0,6,0,43,43,2.0,0,0,1,10146.0,3300.0,175000
1208,1208.0,628.0,108.0,7,0,3,3,3.0,0,0,1,8456.0,4396.0,195400
1052,1052.0,668.0,172.0,5,1,43,43,1.5,0,1,1,5260.0,3340.0,113500
1577,972.0,312.0,0.0,6,4,71,60,1.0,0,1,0,9462.0,1872.0,140200
909,882.0,294.0,90.0,5,0,42,42,1.0,0,1,1,4545.0,1470.0,116000
1838,1838.0,682.0,382.0,9,4,5,4,3.0,0,0,1,16542.0,6138.0,359900
1388,675.0,317.0,62.0,6,0,33,33,1.5,0,0,1,8328.0,1902.0,157500
1867,1617.0,303.0,0.0,5,4,55,17,2.0,0,0,1,9335.0,1515.0,190000
1301,1145.0,440.0,0.0,5,0,86,60,1.0,0,1,0,6505.0,2200.0,100000
1251,1251.0,461.0,425.0,6,4,46,46,2.0,0,0,1,7506.0,2766.0,160000
1444,1431.0,577.0,68.0,7,0,8,9,3.0,0,0,1,10108.0,4039.0,203000
2810,1453.0,750.0,336.0,8,5,20,20,2.5,1,0,1,22480.0,6000.0,302000
923,923.0,264.0,0.0,6,3,30,30,2.0,0,0,1,5538.0,1584.0,143000
2452,1028.0,683.0,0.0,8,3,12,11,2.5,0,0,1,19616.0,5464.0,267000
1224,0.0,530.0,0.0,4,0,46,46,2.0,0,0,0,4896.0,2120.0,103000
1337,1237.0,405.0,443.0,6,0,12,12,3.0,0,0,1,8022.0,2430.0,153500
1701,1390.0,611.0,0.0,5,3,35,29,3.0,0,1,0,8505.0,3055.0,171000
1669,1093.0,288.0,0.0,4,0,86,60,1.5,0,1,1,6676.0,1152.0,107000
952,952.0,288.0,86.0,6,0,42,42,2.0,0,0,1,5712.0,1728.0,128500
922,922.0,308.0,0.0,5,0,53,53,2.0,0,0,1,4610.0,1540.0,116000
1126,1126.0,484.0,0.0,5,4,33,33,3.0,0,0,1,5630.0,2420.0,160000
1280,1280.0,506.0,0.0,8,0,18,18,2.0,1,0,1,10240.0,4048.0,180000
914,914.0,368.0,32.0,5,0,40,8,1.0,0,0,1,4570.0,1840.0,133000
1368,1288.0,784.0,200.0,7,0,13,13,4.0,0,0,1,9576.0,5488.0,215000
1494,771.0,213.0,0.0,6,4,68,60,1.0,0,0,1,8964.0,1278.0,177500
1534,1524.0,484.0,248.0,8,4,4,4,2.0,0,0,1,12272.0,3872.0,215000
1582,952.0,250.0,0.0,5,4,72,60,2.0,0,1,0,7910.0,1250.0,150000
3222,1673.0,594.0,0.0,7,3,20,20,4.0,0,0,1,22554.0,4158.0,320000
1516,1516.0,472.0,180.0,6,0,46,46,1.5,0,0,1,9096.0,2832.0,167000
1032,0.0,260.0,0.0,5,3,75,60,1.0,0,1,0,5160.0,1300.0,125000
1588,448.0,0.0,0.0,3,0,61,18,2.0,0,1,0,4764.0,0.0,65000
1316,1316.0,440.0,0.0,7,4,3,3,2.0,0,0,1,9212.0,3080.0,200141
1528,1528.0,480.0,0.0,7,3,3,3,4.0,0,0,1,10696.0,3360.0,235876
2168,760.0,576.0,0.0,5,0,110,17,2.0,0,1,0,10840.0,2880.0,123000
1422,806.0,288.0,41.0,5,3,59,59,2.0,0,1,0,7110.0,1440.0,137500
990,990.0,0.0,0.0,4,0,16,15,2.0,0,0,0,3960.0,0.0,123600
1324,1088.0,440.0,101.0,6,3,45,45,2.0,0,0,1,7944.0,2640.0,160000
1690,924.0,463.0,0.0,6,3,10,10,2.5,0,0,1,10140.0,2778.0,181000
825,825.0,720.0,0.0,5,0,55,15,2.0,0,1,0,4125.0,3600.0,125000
1556,727.0,441.0,0.0,6,0,42,42,1.5,0,0,1,9336.0,2646.0,154000
1797,1152.0,616.0,0.0,6,2,17,16,3.5,0,0,1,10782.0,3696.0,231000
1056,1056.0,304.0,0.0,5,2,42,42,2.0,0,0,1,5280.0,1520.0,142000
3608,1107.0,840.0,0.0,10,3,118,17,2.5,0,1,0,36080.0,8400.0,475000
1778,1573.0,495.0,473.0,8,4,5,4,4.0,0,0,1,14224.0,3960.0,375000
864,864.0,0.0,0.0,4,1,39,39,1.0,0,0,0,3456.0,0.0,115000
1221,1221.0,400.0,0.0,7,0,6,5,3.0,0,0,1,8547.0,2800.0,185000
865,660.0,216.0,0.0,6,4,90,15,2.0,0,1,0,5190.0,1296.0,108500
1223,600.0,480.0,0.0,7,0,5,5,2.5,0,0,0,8561.0,3360.0,147400
1452,691.0,506.0,218.0,7,0,11,11,3.5,0,0,0,10164.0,3542.0,156000
1308,880.0,400.0,0.0,5,0,95,32,2.0,0,1,0,6540.0,2000.0,120000
1374,384.0,400.0,0.0,7,0,6,6,2.5,0,0,1,9618.0,2800.0,167000
1504,1346.0,437.0,14.0,7,4,5,4,2.0,0,0,1,10528.0,3059.0,191000
1384,384.0,390.0,0.0,6,3,13,13,2.5,0,0,1,8304.0,2340.0,161500
1411,1204.0,310.0,0.0,5,3,55,35,1.0,0,0,1,7055.0,1550.0,130000
970,970.0,624.0,0.0,5,0,47,47,2.0,0,1,0,4850.0,3120.0,132500
904,864.0,912.0,0.0,5,0,40,40,1.0,0,1,0,4520.0,4560.0,144000
2233,0.0,579.0,0.0,5,0,31,31,2.5,0,1,1,11165.0,2895.0,141000
875,385.0,728.0,0.0,4,0,38,4,1.0,0,0,0,3500.0,2912.0,117000
754,520.0,0.0,0.0,6,0,75,28,2.0,0,1,0,4524.0,0.0,84500
1663,1364.0,529.0,0.0,4,4,56,16,2.0,0,0,1,6652.0,2116.0,256000
925,925.0,429.0,0.0,5,0,45,45,1.5,0,0,0,4625.0,2145.0,117500
1308,728.0,256.0,0.0,5,3,70,60,2.5,0,0,0,6540.0,1280.0,160000
1375,1240.0,323.0,0.0,5,4,54,12,2.0,0,1,1,6875.0,1615.0,187000
2385,1317.0,818.0,280.0,8,4,7,7,3.5,1,0,1,19080.0,6544.0,350000
1792,896.0,480.0,0.0,5,0,36,36,3.0,0,0,0,8960.0,2400.0,133000
2464,2418.0,650.0,554.0,8,5,3,3,3.5,1,0,1,19712.0,5200.0,417500
1569,1386.0,660.0,130.0,7,3,3,3,2.5,0,0,1,10983.0,4620.0,175900
1680,1555.0,1138.0,242.0,9,4,1,1,2.5,0,0,1,15120.0,10242.0,323262
1337,1337.0,531.0,0.0,7,0,7,7,3.0,0,0,1,9359.0,3717.0,185000
816,816.0,240.0,0.0,6,2,76,60,2.0,0,0,1,4896.0,1440.0,129800
1541,1541.0,532.0,226.0,7,4,5,5,2.0,1,0,1,10787.0,3724.0,220000
1573,884.0,240.0,0.0,4,0,75,15,1.0,0,1,0,6292.0,960.0,133000
1461,832.0,384.0,0.0,4,0,61,14,2.0,0,0,0,5844.0,1536.0,133500
2048,1958.0,776.0,0.0,6,0,34,34,3.0,0,0,0,12288.0,4656.0,170000
1642,903.0,392.0,0.0,6,3,17,16,2.5,0,0,1,9852.0,2352.0,168000
1470,738.0,624.0,0.0,6,0,88,16,1.5,0,1,0,8820.0,3744.0,140750
2299,938.0,482.0,0.0,6,3,11,7,3.5,0,0,1,13794.0,2892.0,204000
2035,884.0,434.0,180.0,7,4,9,9,2.5,0,0,1,14245.0,3038.0,222500
999,925.0,300.0,0.0,5,0,48,48,2.0,0,0,1,4995.0,1500.0,134500
1378,1378.0,540.0,0.0,8,4,6,6,3.0,0,0,1,11024.0,4320.0,214000
1118,793.0,410.0,0.0,5,4,71,60,2.0,0,1,0,5590.0,2050.0,119900
1440,1440.0,0.0,270.0,4,0,55,55,2.0,0,1,0,5760.0,0.0,118000
1134,1010.0,254.0,45.0,5,0,50,8,1.0,0,0,1,5670.0,1270.0,135000
1848,833.0,370.0,0.0,6,4,87,10,1.5,0,1,0,11088.0,2220.0,207000
1694,1181.0,576.0,0.0,6,4,85,60,2.0,0,1,0,10164.0,3456.0,136500
901,901.0,281.0,0.0,4,0,56,10,1.0,0,1,0,3604.0,1124.0,107900
1409,861.0,528.0,0.0,6,4,72,60,2.5,0,1,0,8454.0,3168.0,126000
1656,1080.0,528.0,112.0,6,4,50,50,2.0,0,0,1,9936.0,3168.0,215000
2332,1682.0,846.0,272.0,10,5,3,2,3.5,1,0,1,23320.0,8460.0,426000
1113,1113.0,264.0,0.0,5,4,60,3,1.0,0,0,1,5565.0,1320.0,147000
1232,816.0,440.0,0.0,6,4,94,10,1.0,0,0,0,7392.0,2640.0,147500
1950,1950.0,706.0,480.0,9,4,3,3,3.0,1,0,1,17550.0,6354.0,383000
1872,1845.0,604.0,102.0,7,3,22,22,2.5,0,0,1,13104.0,4228.0,241500
1264,676.0,400.0,0.0,6,0,96,15,1.0,0,0,0,7584.0,2400.0,147500
2500,1168.0,683.0,130.0,8,4,5,5,3.5,1,0,1,20000.0,5464.0,355000
784,784.0,0.0,0.0,5,0,86,60,2.0,0,1,0,3920.0,0.0,109500
612,0.0,308.0,0.0,2,0,70,60,1.0,0,1,0,1224.0,616.0,45000
2403,1032.0,349.0,0.0,7,3,70,60,2.0,0,0,1,16821.0,2443.0,244400
1644,1416.0,418.0,238.0,6,4,57,57,2.0,0,0,1,9864.0,2508.0,167000
1729,860.0,542.0,214.0,7,0,8,8,2.5,0,0,1,12103.0,3794.0,200000
879,830.0,180.0,0.0,5,0,74,60,1.0,0,1,0,4395.0,900.0,80000
864,864.0,572.0,0.0,5,0,55,20,2.0,0,1,0,4320.0,2860.0,115000
1196,1196.0,297.0,74.0,6,4,54,54,2.0,0,0,1,7176.0,1782.0,139000
1400,672.0,440.0,203.0,6,3,32,32,1.5,0,1,1,8400.0,2640.0,149500
1510,755.0,296.0,0.0,4,4,70,60,2.0,0,1,0,6040.0,1184.0,108000
1294,0.0,0.0,0.0,4,0,110,10,2.0,0,1,0,5176.0,0.0,106250
1240,1240.0,826.0,0.0,7,0,4,4,2.0,0,0,1,8680.0,5782.0,194000
988,988.0,624.0,51.0,5,0,48,48,2.0,0,1,0,4940.0,3120.0,129500
1560,1560.0,792.0,0.0,5,0,42,42,2.0,0,0,0,7800.0,3960.0,126000
1368,1078.0,195.0,0.0,5,0,60,60,2.0,0,1,1,6840.0,975.0,120000
1484,1473.0,606.0,109.0,7,0,6,5,3.0,0,0,1,10388.0,4242.0,213000
1226,1226.0,484.0,0.0,8,2,30,30,2.0,0,0,1,9808.0,3872.0,190000
1169,1160.0,402.0,112.0,6,3,17,16,2.5,0,0,1,7014.0,2412.0,183500
1651,725.0,276.0,364.0,7,3,47,11,2.5,0,0,1,11557.0,1932.0,172000
816,816.0,288.0,0.0,4,4,72,52,2.0,0,1,0,3264.0,1152.0,100000
1564,1564.0,814.0,212.0,7,0,3,3,2.0,0,0,1,10948.0,5698.0,218836
1912,482.0,672.0,0.0,6,3,105,10,2.0,0,1,0,11472.0,4032.0,163000
1525,1510.0,534.0,0.0,7,4,4,4,2.5,0,0,1,10675.0,3738.0,206580
1456,728.0,390.0,0.0,6,4,5,4,2.5,0,0,1,8736.0,2340.0,163990
1330,396.0,390.0,0.0,5,0,100,6,1.0,0,1,0,6650.0,1950.0,116500
1720,840.0,400.0,0.0,7,4,8,7,2.5,0,0,1,12040.0,2800.0,188000
1280,793.0,432.0,87.0,5,3,44,44,2.5,0,0,0,6400.0,2160.0,175000
1179,1166.0,480.0,0.0,8,0,22,22,3.0,1,0,1,9432.0,3840.0,182000
960,850.0,576.0,0.0,5,0,84,30,1.0,0,1,0,4800.0,2880.0,103000
2633,2633.0,804.0,705.0,10,4,9,8,3.5,1,0,1,26330.0,8040.0,466500
988,988.0,297.0,0.0,6,0,51,12,3.0,0,0,1,5928.0,1782.0,149500
1055,1061.0,319.0,0.0,7,0,32,32,2.0,0,1,1,7385.0,2233.0,142500
1422,1290.0,352.0,0.0,5,0,84,60,1.0,0,0,0,7110.0,1760.0,136500
1320,630.0,484.0,0.0,6,0,17,16,2.5,0,0,0,7920.0,2904.0,137000
1688,1675.0,528.0,102.0,7,5,22,22,3.0,0,0,1,11816.0,3696.0,226500
1341,1300.0,506.0,0.0,7,1,20,20,2.5,0,0,1,9387.0,3542.0,171500
954,911.0,576.0,0.0,5,0,34,34,1.0,0,0,0,4770.0,2880.0,132500
1040,0.0,400.0,340.0,3,0,61,60,2.0,0,0,0,3120.0,1200.0,87500
1789,858.0,546.0,513.0,7,3,9,9,3.5,0,0,1,12523.0,3822.0,223000
1537,1319.0,462.0,237.0,6,4,48,5,2.5,0,0,1,9222.0,2772.0,174000
884,884.0,270.0,0.0,5,0,59,19,2.0,0,0,1,4420.0,1350.0,142000
1489,1489.0,776.0,0.0,8,4,4,4,2.0,0,0,1,11912.0,6208.0,232600
1309,1040.0,484.0,99.0,6,2,36,11,2.5,0,0,1,7854.0,2904.0,181000
2521,942.0,576.0,0.0,6,4,37,37,3.5,0,1,1,15126.0,3456.0,151400
1634,1626.0,866.0,248.0,8,4,4,4,2.0,1,0,1,13072.0,6928.0,250000
1714,980.0,496.0,42.0,7,3,22,22,2.5,0,0,1,11998.0,3472.0,196500
2454,819.0,576.0,0.0,7,4,131,23,2.0,0,1,1,17178.0,4032.0,185000
1216,1216.0,336.0,200.0,6,0,41,41,2.0,0,0,1,7296.0,2016.0,113000
1419,1419.0,567.0,0.0,8,4,3,3,3.0,1,0,1,11352.0,4536.0,392000
980,945.0,0.0,250.0,6,0,35,35,3.0,0,1,0,5880.0,0.0,127500
1573,756.0,440.0,216.0,6,0,10,10,2.5,0,0,0,9438.0,2640.0,177000
2443,1158.0,744.0,353.0,6,4,6,6,2.5,0,0,1,14658.0,4464.0,265000
2362,1220.0,1105.0,0.0,8,3,12,12,3.5,0,0,1,18896.0,8840.0,312500
2775,1237.0,880.0,0.0,10,4,117,10,3.5,0,1,0,27750.0,8800.0,325000
2014,2014.0,864.0,115.0,8,4,30,30,3.0,0,0,1,16112.0,6912.0,275000
2520,1203.0,721.0,290.0,7,3,15,15,2.5,1,0,1,17640.0,5047.0,290000
1494,1208.0,461.0,250.0,6,2,36,8,3.0,0,1,1,8964.0,2766.0,169000
616,616.0,205.0,0.0,5,0,89,60,1.0,0,1,0,3080.0,1025.0,89000
1465,789.0,393.0,0.0,6,4,12,12,2.5,0,0,1,8790.0,2358.0,180400
1629,3206.0,880.0,296.0,8,4,7,6,3.0,1,0,1,13032.0,7040.0,284000
912,912.0,275.0,1.0,5,0,52,52,1.0,0,0,1,4560.0,1375.0,114500
1552,1552.0,782.0,196.0,7,0,5,4,2.0,0,0,1,10864.0,5474.0,212900
1430,1413.0,605.0,0.0,7,0,9,8,2.0,0,0,1,10010.0,4235.0,187100
1458,729.0,440.0,1129.0,6,2,11,11,2.5,0,0,0,8748.0,2640.0,176000
1488,1488.0,552.0,0.0,6,4,42,42,2.5,0,0,1,8928.0,3312.0,215000
1582,770.0,520.0,0.0,7,0,6,6,2.5,0,0,1,11074.0,3640.0,185900
864,864.0,660.0,0.0,4,0,40,40,1.0,0,0,0,3456.0,2640.0,120500
1838,732.0,372.0,0.0,5,4,5,5,2.5,0,0,1,9190.0,1860.0,192140
816,816.0,264.0,0.0,5,5,28,2,1.5,0,0,1,4080.0,1320.0,130500
1529,0.0,240.0,0.0,4,0,65,60,2.0,0,1,0,6116.0,960.0,98000
2276,2271.0,1348.0,554.0,9,4,2,2,3.0,0,0,1,20484.0,12132.0,475000
1077,961.0,338.0,0.0,5,0,90,60,1.0,0,1,0,5385.0,1690.0,67000
2161,1582.0,789.0,300.0,8,4,3,3,2.5,1,0,1,17288.0,6312.0,325624
1409,1409.0,576.0,0.0,7,4,8,8,2.5,0,0,1,9863.0,4032.0,245000
1114,1114.0,576.0,0.0,5,0,6,6,2.5,0,0,0,5570.0,2880.0,159000
1073,1073.0,515.0,168.0,5,0,45,45,2.5,0,0,1,5365.0,2575.0,156000
2402,3094.0,672.0,200.0,10,4,2,2,3.0,1,0,1,24020.0,6720.0,555000
1232,1232.0,516.0,0.0,6,0,26,26,2.0,0,0,1,7392.0,3096.0,162500
1440,1344.0,920.0,0.0,6,0,17,17,4.0,0,0,1,8640.0,5520.0,224500
1488,1488.0,738.0,44.0,6,3,60,60,2.5,0,0,1,8928.0,4428.0,133000
1509,783.0,393.0,0.0,7,4,7,7,2.5,0,0,1,10563.0,2751.0,180000
845,845.0,264.0,0.0,5,0,28,5,1.0,0,0,1,4225.0,1320.0,134500
2945,1410.0,641.0,1031.0,10,4,4,4,3.5,1,0,1,29450.0,6410.0,438780
1431,1099.0,296.0,305.0,6,4,48,48,1.5,0,0,0,8586.0,1776.0,165000
892,892.0,288.0,60.0,5,0,43,43,1.0,0,0,1,4460.0,1440.0,100000
1329,1329.0,441.0,128.0,7,4,50,50,1.5,0,0,1,9303.0,3087.0,176000
1779,1763.0,454.0,0.0,5,4,55,36,2.5,0,1,1,8895.0,2270.0,170000
1555,1373.0,660.0,130.0,7,3,3,3,2.0,0,0,1,10885.0,4620.0,174000
1236,768.0,384.0,0.0,6,4,85,60,3.0,0,1,0,7416.0,2304.0,127000
1651,831.0,450.0,0.0,7,3,11,11,2.5,0,0,1,11557.0,3150.0,185900
886,190.0,273.0,0.0,5,0,72,14,1.0,0,1,1,4430.0,1365.0,91300
1700,1682.0,544.0,120.0,6,0,7,7,3.0,0,0,1,10200.0,3264.0,200000
1846,1040.0,315.0,320.0,6,4,61,60,2.0,0,0,1,11076.0,1890.0,143000
1920,1052.0,451.0,0.0,5,4,52,52,3.0,0,1,1,9600.0,2255.0,172500
1088,1088.0,520.0,20.0,4,0,47,47,1.0,0,1,0,4352.0,2080.0,110000
1362,1040.0,768.0,160.0,4,4,53,53,2.0,0,0,1,5448.0,3072.0,140000
1314,1314.0,440.0,0.0,6,4,4,4,2.0,0,0,1,7884.0,2640.0,176432
1294,1278.0,496.0,88.0,6,0,19,19,3.0,0,0,1,7764.0,2976.0,179200
1274,1274.0,508.0,80.0,7,0,5,3,3.0,0,0,1,8918.0,3556.0,203000
1689,1689.0,954.0,0.0,7,0,3,3,2.0,0,0,1,11823.0,6678.0,248328
1641,1641.0,885.0,406.0,9,0,2,2,3.0,0,0,1,14769.0,7965.0,316500
1079,570.0,249.0,0.0,7,4,62,60,1.0,0,1,1,7553.0,1743.0,125600
984,984.0,308.0,164.0,5,0,51,51,2.0,0,1,0,4920.0,1540.0,110000
960,960.0,308.0,0.0,4,0,90,60,1.0,0,1,0,3840.0,1232.0,108500
1044,540.0,504.0,0.0,5,0,58,58,1.0,0,1,0,5220.0,2520.0,55993
1633,1027.0,240.0,0.0,5,4,62,1,1.0,0,1,0,8165.0,1200.0,129000
1137,1112.0,551.0,72.0,6,3,23,23,3.0,0,0,1,6822.0,3306.0,176000
1380,1380.0,364.0,295.0,6,0,47,47,1.5,0,0,1,8280.0,2184.0,154000
1256,1256.0,578.0,228.0,6,2,24,24,2.0,0,0,1,7536.0,3468.0,180000
1142,1142.0,528.0,0.0,5,1,34,34,2.5,0,1,1,5710.0,2640.0,134000
2158,1202.0,576.0,0.0,6,4,60,9,3.0,0,1,1,12948.0,3456.0,243000
